id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,13069049,9.0,0.0,3990.0,5439.0,1562.5,2343.75,0.9904466867446899,0.980529248714447,0.0,0.0,4000.0,6000.0
1,707346,90.0,4954.0,1605.0,492.0,312.5,5343.75,0.9896541237831116,0.9837566614151001,0.0,0.0,4000.0,6000.0
2,90033,1537.0,3332.0,296.0,390.0,1562.5,3468.75,0.9888331890106201,0.9870972633361816,0.0,0.0,4000.0,6000.0
3,92707,2111.0,3438.0,407.0,302.0,2187.5,3656.25,0.9885135293006897,0.9875979423522949,0.0,0.0,4000.0,6000.0
4,2201508,32.0,4979.0,3967.0,1020.0,3937.5,5531.25,0.988359808921814,0.9725357890129089,0.0,0.0,4000.0,6000.0
5,85104,2664.0,2871.0,308.0,373.0,2687.5,3093.75,0.9879277348518372,0.9874019026756287,0.0,0.0,4000.0,6000.0
6,85307,1667.0,4378.0,365.0,334.0,1812.5,4406.25,0.9878936409950256,0.9825674891471863,0.0,0.0,4000.0,6000.0
7,91538,969.0,2872.0,400.0,313.0,1062.5,2906.25,0.9876261353492737,0.9862622618675232,0.0,0.0,4000.0,6000.0
8,271429,3395.0,4792.0,604.0,568.0,3437.5,4968.75,0.9874083995819092,0.9835236072540283,0.0,0.0,4000.0,6000.0
9,92604,2111.0,3438.0,407.0,792.0,2437.5,3468.75,0.9870228171348572,0.9880291819572449,0.0,0.0,4000.0,6000.0
10,81274,2101.0,4031.0,381.0,278.0,2187.5,4218.75,0.986958920955658,0.9852591156959534,0.0,0.0,4000.0,6000.0
11,87340,2766.0,3665.0,377.0,302.0,2812.5,3843.75,0.9869375824928284,0.986076831817627,0.0,0.0,4000.0,6000.0
12,80941,627.0,3804.0,378.0,284.0,937.5,4031.25,0.986777663230896,0.9844205975532532,0.0,0.0,4000.0,6000.0
13,6286371,0.0,0.0,2939.0,2201.0,937.5,2156.25,0.9866598844528198,0.974724292755127,0.0,0.0,4000.0,6000.0
14,95302,1797.0,2818.0,394.0,330.0,1812.5,2906.25,0.9858731031417847,0.9858241081237793,0.0,0.0,4000.0,6000.0
15,133435,919.0,95.0,356.0,491.0,937.5,468.75,0.9852210879325867,0.984189510345459,0.0,0.0,4000.0,6000.0
16,132989,1380.0,1489.0,358.0,445.0,1687.5,1593.75,0.9850097298622131,0.9809014201164246,0.0,0.0,4000.0,6000.0
17,137522,1372.0,61.0,363.0,823.0,1437.5,281.25,0.9847670197486877,0.9864373207092285,0.0,0.0,4000.0,6000.0
18,144261,1834.0,27.0,374.0,854.0,2187.5,281.25,0.9847087860107422,0.9854797124862671,0.0,0.0,4000.0,6000.0
19,129890,475.0,130.0,353.0,468.0,562.5,468.75,0.9842751622200012,0.9836074113845825,0.0,0.0,4000.0,6000.0
20,126514,43.0,164.0,349.0,397.0,312.5,468.75,0.9840736389160156,0.985818088054657,0.0,0.0,4000.0,6000.0
21,150309,2311.0,0.0,382.0,411.0,2687.5,281.25,0.9840116500854492,0.9848476052284241,0.0,0.0,4000.0,6000.0
22,127457,936.0,1507.0,346.0,451.0,1187.5,1593.75,0.9838860034942627,0.976251482963562,0.0,0.0,4000.0,6000.0
23,126271,935.0,1066.0,348.0,820.0,1187.5,1781.25,0.9833663702011108,0.9834685921669006,0.0,0.0,4000.0,6000.0
24,131974,1380.0,1064.0,358.0,810.0,1437.5,1781.25,0.9830949902534485,0.9827579855918884,0.0,0.0,4000.0,6000.0
25,136590,1838.0,998.0,369.0,386.0,2187.5,1218.75,0.9828776121139526,0.9786548614501953,0.0,0.0,4000.0,6000.0
26,78873,1220.0,3843.0,345.0,283.0,1437.5,4031.25,0.9825873970985413,0.9858474135398865,0.0,0.0,4000.0,6000.0
27,150479,2310.0,0.0,383.0,879.0,2562.5,93.75,0.9822549819946289,0.980737030506134,0.0,0.0,4000.0,6000.0
28,134423,1374.0,549.0,362.0,391.0,1437.5,843.75,0.9819821715354919,0.9846436977386475,0.0,0.0,4000.0,6000.0
29,138902,1838.0,1393.0,370.0,542.0,2187.5,1593.75,0.9819769859313965,0.9748812913894653,0.0,0.0,4000.0,6000.0
30,143051,2310.0,977.0,377.0,472.0,2562.5,1031.25,0.9819259643554688,0.9767796993255615,0.0,0.0,4000.0,6000.0
31,134904,1375.0,545.0,361.0,804.0,1687.5,656.25,0.9818500876426697,0.9847134947776794,0.0,0.0,4000.0,6000.0
32,133825,1378.0,1020.0,359.0,450.0,1687.5,1218.75,0.981816291809082,0.9808394908905029,0.0,0.0,4000.0,6000.0
