id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,14092398,9.0,0.0,3990.0,5252.0,2812.5,1781.25,0.9912488460540771,0.9842639565467834,0.0,0.0,4000.0,6000.0
1,292533,3417.0,4581.0,582.0,621.0,3937.5,4781.25,0.9889851808547974,0.9854954481124878,0.0,0.0,4000.0,6000.0
2,905561,0.0,4692.0,1739.0,1208.0,1687.5,4968.75,0.9881013631820679,0.9700365662574768,0.0,0.0,4000.0,6000.0
3,33566,2480.0,2982.0,221.0,187.0,2687.5,3093.75,0.9880394339561462,0.9867140054702759,0.0,0.0,4000.0,6000.0
4,43514,2263.0,3491.0,275.0,203.0,2437.5,3656.25,0.9873819947242737,0.9854447841644287,0.0,0.0,4000.0,6000.0
5,896890,0.0,4694.0,1738.0,567.0,1062.5,5156.25,0.985837996006012,0.9779801368713379,0.0,0.0,4000.0,6000.0
6,5060726,0.0,0.0,2815.0,1848.0,1687.5,1781.25,0.9857802987098694,0.9814137816429138,0.0,0.0,4000.0,6000.0
7,2986078,0.0,4860.0,3999.0,1139.0,1062.5,5718.75,0.9849512577056885,0.9748656749725342,0.0,0.0,4000.0,6000.0
8,33501,1982.0,4197.0,195.0,236.0,2062.5,4218.75,0.9849318265914917,0.9844240546226501,0.0,0.0,4000.0,6000.0
9,35230,902.0,3940.0,196.0,227.0,1062.5,4031.25,0.9846212863922119,0.9851242303848267,0.0,0.0,4000.0,6000.0
10,30227,1798.0,3749.0,211.0,188.0,1812.5,3843.75,0.9845251441001892,0.9860344529151917,0.0,0.0,4000.0,6000.0
11,37522,1563.0,2927.0,250.0,195.0,1687.5,3093.75,0.984243631362915,0.9846950769424438,0.0,0.0,4000.0,6000.0
12,96571,2246.0,0.0,333.0,291.0,2437.5,93.75,0.9839248657226562,0.9890048503875732,0.0,0.0,4000.0,6000.0
13,99766,179.0,34.0,324.0,321.0,187.5,281.25,0.9834983944892883,0.9812190532684326,0.0,0.0,4000.0,6000.0
14,99247,992.0,13.0,330.0,377.0,1062.5,281.25,0.9833836555480957,0.9813873767852783,0.0,0.0,4000.0,6000.0
15,99291,584.0,23.0,328.0,319.0,687.5,281.25,0.9833446145057678,0.9824438691139221,0.0,0.0,4000.0,6000.0
16,99359,147.0,826.0,329.0,321.0,437.5,1031.25,0.9832333922386169,0.9825271964073181,0.0,0.0,4000.0,6000.0
17,30609,1005.0,2977.0,207.0,206.0,1187.5,3093.75,0.9830418825149536,0.9840837717056274,0.0,0.0,4000.0,6000.0
18,108005,2248.0,767.0,340.0,394.0,2562.5,843.75,0.9829092025756836,0.9765197038650513,0.0,0.0,4000.0,6000.0
19,25054,1101.0,3545.0,177.0,181.0,1187.5,3656.25,0.9821733236312866,0.9839214086532593,0.0,0.0,4000.0,6000.0
20,101311,1408.0,0.0,328.0,387.0,1687.5,93.75,0.9821143746376038,0.9854548573493958,0.0,0.0,4000.0,6000.0
21,107828,2248.0,691.0,340.0,402.0,2562.5,1031.25,0.9819980263710022,0.9799572229385376,0.0,0.0,4000.0,6000.0
22,26695,2106.0,2697.0,201.0,183.0,2187.5,2718.75,0.9819260239601135,0.9857610464096069,0.0,0.0,4000.0,6000.0
23,26729,1455.0,3341.0,192.0,193.0,1562.5,3468.75,0.9813615679740906,0.9821719527244568,0.0,0.0,4000.0,6000.0
24,100206,556.0,812.0,330.0,321.0,812.5,1031.25,0.9811384081840515,0.9816327095031738,0.0,0.0,4000.0,6000.0
25,99929,180.0,33.0,324.0,690.0,437.5,93.75,0.9807479381561279,0.9807650446891785,0.0,0.0,4000.0,6000.0
26,112286,2249.0,1171.0,344.0,335.0,2562.5,1218.75,0.9802981019020081,0.9799903035163879,0.0,0.0,4000.0,6000.0
27,98702,571.0,416.0,328.0,375.0,687.5,656.25,0.9800682663917542,0.9804266095161438,0.0,0.0,4000.0,6000.0
28,104938,1391.0,784.0,336.0,377.0,1687.5,843.75,0.9797031283378601,0.9786957502365112,0.0,0.0,4000.0,6000.0
29,103481,1821.0,379.0,333.0,383.0,2062.5,468.75,0.979138195514679,0.9795225262641907,0.0,0.0,4000.0,6000.0
30,111825,2249.0,783.0,344.0,720.0,2562.5,1406.25,0.979017436504364,0.9837431311607361,0.0,0.0,4000.0,6000.0
31,97800,1825.0,0.0,330.0,306.0,1937.5,93.75,0.9786970615386963,0.9819069504737854,0.0,0.0,4000.0,6000.0
32,99040,164.0,363.0,328.0,391.0,437.5,656.25,0.9785534143447876,0.979790210723877,0.0,0.0,4000.0,6000.0
33,102309,970.0,802.0,335.0,319.0,1062.5,1031.25,0.9778868556022644,0.9810949563980103,0.0,0.0,4000.0,6000.0
34,105104,2247.0,367.0,335.0,321.0,2437.5,468.75,0.9778304696083069,0.9806873202323914,0.0,0.0,4000.0,6000.0
35,102242,1397.0,385.0,334.0,323.0,1687.5,656.25,0.9777552485466003,0.9804527163505554,0.0,0.0,4000.0,6000.0
36,112630,1380.0,1186.0,341.0,402.0,1687.5,1406.25,0.9769838452339172,0.9511675834655762,0.0,0.0,4000.0,6000.0
37,105921,1817.0,778.0,336.0,319.0,1937.5,1031.25,0.9768028259277344,0.9818297624588013,0.0,0.0,4000.0,6000.0
38,112005,1811.0,1178.0,343.0,333.0,2062.5,1406.25,0.9734562039375305,0.9794749617576599,0.0,0.0,4000.0,6000.0
39,109529,1381.0,854.0,337.0,730.0,1437.5,1406.25,0.972329318523407,0.9601517915725708,0.0,0.0,4000.0,6000.0
40,108235,535.0,1156.0,339.0,460.0,812.5,1406.25,0.9698171615600586,0.9565754532814026,0.0,0.0,4000.0,6000.0
41,99678,983.0,404.0,329.0,319.0,1062.5,656.25,0.9669682383537292,0.9788180589675903,0.0,0.0,4000.0,6000.0
42,99113,985.0,402.0,327.0,672.0,1062.5,468.75,0.9645184278488159,0.974672794342041,0.0,0.0,4000.0,6000.0
43,2968997,0.0,5218.0,3999.0,781.0,1437.5,5531.25,0.9643322825431824,0.9712041616439819,0.0,0.0,4000.0,6000.0
44,134743,2156.0,0.0,90.0,1596.0,2187.5,656.25,0.9621772766113281,0.9564084410667419,0.0,0.0,4000.0,6000.0
45,107084,535.0,875.0,338.0,740.0,687.5,1406.25,0.9541898369789124,0.9531126022338867,0.0,0.0,4000.0,6000.0
46,22839,793.0,4844.0,187.0,269.0,937.5,4968.75,0.9463446140289307,0.962609589099884,0.0,0.0,4000.0,6000.0
47,111388,1811.0,805.0,344.0,710.0,1812.5,1406.25,0.9457177519798279,0.9643511772155762,0.0,0.0,4000.0,6000.0
