id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,14016239,0.0,0.0,3990.0,5235.0,2812.5,1218.75,0.9924259185791016,0.9811365604400635,0.0,0.0,4000.0,6000.0
1,298665,2242.0,4113.0,1726.0,1070.0,3937.5,4968.75,0.9920763969421387,0.9873334765434265,0.0,0.0,4000.0,6000.0
2,56112,1274.0,3558.0,225.0,313.0,1312.5,3656.25,0.9895582795143127,0.9862269163131714,0.0,0.0,4000.0,6000.0
3,299571,3354.0,4565.0,615.0,619.0,3687.5,4593.75,0.989497184753418,0.9879528284072876,0.0,0.0,4000.0,6000.0
4,862753,0.0,4668.0,1682.0,563.0,937.5,5156.25,0.988187849521637,0.9771299362182617,0.0,0.0,4000.0,6000.0
5,54657,1757.0,3527.0,294.0,247.0,1812.5,3656.25,0.9876705408096313,0.9848069548606873,0.0,0.0,4000.0,6000.0
6,57167,2215.0,3998.0,279.0,285.0,2312.5,4218.75,0.9871615767478943,0.985325276851654,0.0,0.0,4000.0,6000.0
7,31749,2257.0,3299.0,220.0,185.0,2437.5,3468.75,0.9858767986297607,0.9843427538871765,0.0,0.0,4000.0,6000.0
8,42523,2397.0,2530.0,245.0,221.0,2562.5,2718.75,0.9857038855552673,0.9845518469810486,0.0,0.0,4000.0,6000.0
9,48798,739.0,3491.0,268.0,253.0,812.5,3656.25,0.9853464365005493,0.9825021624565125,0.0,0.0,4000.0,6000.0
10,32429,1129.0,2989.0,193.0,221.0,1187.5,3093.75,0.9851755499839783,0.9856061935424805,0.0,0.0,4000.0,6000.0
11,41800,1936.0,2890.0,271.0,205.0,2062.5,2906.25,0.984553337097168,0.984414279460907,0.0,0.0,4000.0,6000.0
12,89351,1776.0,0.0,330.0,340.0,1812.5,93.75,0.9844352602958679,0.9858680963516235,0.0,0.0,4000.0,6000.0
13,87318,2197.0,0.0,333.0,266.0,2312.5,93.75,0.9837971329689026,0.9880396127700806,0.0,0.0,4000.0,6000.0
14,99426,533.0,0.0,329.0,386.0,562.5,281.25,0.9835097193717957,0.9836013317108154,0.0,0.0,4000.0,6000.0
15,34087,1381.0,2466.0,223.0,209.0,1562.5,2531.25,0.983339786529541,0.9832402467727661,0.0,0.0,4000.0,6000.0
16,92992,1358.0,0.0,329.0,289.0,1437.5,93.75,0.9833292961120605,0.9895889163017273,0.0,0.0,4000.0,6000.0
17,31474,1590.0,3102.0,203.0,207.0,1687.5,3281.25,0.9833110570907593,0.9836426973342896,0.0,0.0,4000.0,6000.0
18,31107,1927.0,2325.0,205.0,203.0,2062.5,2343.75,0.9821813106536865,0.9866483807563782,0.0,0.0,4000.0,6000.0
19,98998,534.0,0.0,328.0,691.0,562.5,93.75,0.9821552038192749,0.9840387105941772,0.0,0.0,4000.0,6000.0
20,3051408,0.0,4672.0,3999.0,1327.0,1687.5,5906.25,0.9808276295661926,0.9783570170402527,0.0,0.0,4000.0,6000.0
